FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1488707|Harding Avenue Elementary School|School|VA|51|Montgomery|121|371404N|0802440W|37.2344918|-80.4109815|||||639|2096|Blacksburg|07/01/1992|09/15/2010
1488708|Montgomery County Park|Park|VA|51|Montgomery|121|371022N|0802442W|37.172907|-80.4117168|||||597|1959|Blacksburg|07/01/1992|
1488709|Virginia Polytechnic Institute and State University Horticultural Research Area|Locale|VA|51|Montgomery|121|370958N|0802505W|37.1662403|-80.418106|||||631|2070|Blacksburg|07/01/1992|
1488710|Hilltop Plaza|Populated Place|VA|51|Montgomery|121|371232N|0802345W|37.2090183|-80.3958828|||||640|2100|Blacksburg|07/01/1992|
1488711|Rolling Hills|Populated Place|VA|51|Montgomery|121|370955N|0802730W|37.1654062|-80.4583855|||||627|2057|Blacksburg|07/01/1992|
1488712|Belmont Farms|Populated Place|VA|51|Montgomery|121|370922N|0802649W|37.1562397|-80.4469961|||||610|2001|Blacksburg|07/01/1992|
1491182|Lane Stadium|Locale|VA|51|Montgomery|121|371312N|0802505W|37.2201289|-80.418106|||||627|2057|Blacksburg|09/28/1979|12/21/2010
1491243|Round Meadow Country Club|Locale|VA|51|Montgomery|121|370829N|0802621W|37.1415177|-80.4392179|||||631|2070|Blacksburg|09/28/1979|
1491278|Swanee Hollow Country Club|Locale|VA|51|Montgomery|121|371437N|0802615W|37.2437395|-80.4375514|||||626|2054|Blacksburg|09/28/1979|
1493279|Merrimac|Populated Place|VA|51|Montgomery|121|371122N|0802532W|37.1895733|-80.4256063|||||605|1985|Blacksburg|09/28/1979|03/17/2008
1493455|Price Mountain|Summit|VA|51|Montgomery|121|371113N|0802741W|37.1870726|-80.4614413|||||757|2484|Blacksburg|09/28/1979|
1493456|Prices Fork|Populated Place|VA|51|Montgomery|121|371235N|0802924W|37.2098497|-80.4900537|||||619|2031|Blacksburg|09/28/1979|01/29/2011
1493565|Yellow Sulphur|Populated Place|VA|51|Montgomery|121|371017N|0802348W|37.1715185|-80.3967161|||||561|1841|Blacksburg|09/28/1979|
1493566|Yellow Sulphur Springs|Populated Place|VA|51|Montgomery|121|371042N|0802350W|37.1784628|-80.3972718|||||576|1890|Blacksburg|09/28/1979|
1493739|Vicker|Populated Place|VA|51|Montgomery|121|370949N|0802916W|37.1637389|-80.4878313|||||547|1795|Blacksburg|09/28/1979|
1493740|Vicker Heights|Populated Place|VA|51|Montgomery|121|370954N|0802839W|37.165128|-80.477553|||||597|1959|Blacksburg|09/28/1979|
1498405|Blacksburg|Populated Place|VA|51|Montgomery|121|371346N|0802450W|37.2295733|-80.4139393|||||633|2077|Blacksburg|09/28/1979|03/17/2008
1498467|Christiansburg|Populated Place|VA|51|Montgomery|121|370747N|0802432W|37.1298517|-80.4089389|||||638|2093|Blacksburg|09/28/1979|03/17/2008
1498594|Virginia Tech Airport|Airport|VA|51|Montgomery|121|371227N|0802428W|37.2076292|-80.4078279|||||643|2110|Blacksburg|09/01/1992|
1498918|WKEX-AM (Blacksburg)|Tower|VA|51|Montgomery|121|371357N|0802639W|37.2326283|-80.4442183|||||627|2057|Blacksburg|07/01/1994|
1498919|WKEX-AM (Blacksburg)|Tower|VA|51|Montgomery|121|371416N|0802839W|37.2379055|-80.4775532|||||615|2018|Blacksburg|07/01/1994|
1498920|WFNR-AM (Blacksburg)|Tower|VA|51|Montgomery|121|370801N|0802116W|37.1337417|-80.3544921|||||659|2162|Ironto|07/01/1994|
1498921|WKEX-AM (Blacksburg)|Tower|VA|51|Montgomery|121|371357N|0802639W|37.2326283|-80.4442183|||||627|2057|Blacksburg|07/01/1994|
1498925|WJJJ-AM (Christiansburg)|Tower|VA|51|Montgomery|121|370911N|0802456W|37.1531849|-80.4156058|||||651|2136|Blacksburg|07/01/1994|
1498969|WUVT-FM (Blacksburg)|Tower|VA|51|Montgomery|121|371328N|0802429W|37.2245735|-80.4081056|||||645|2116|Blacksburg|07/01/1994|
1498970|WVVV-FM (Blacksburg)|Tower|VA|51|Montgomery|121|370911N|0802456W|37.1531849|-80.4156058|||||651|2136|Blacksburg|07/01/1994|
1502739|WYDD-TV (Blacksburg)|Tower|VA|51|Montgomery|121|371504N|0803042W|37.251238|-80.5117216|||||826|2710|Eggleston|07/01/1994|
1502822|WJJJ Radio Tower (Tazewell)|Tower|VA|51|Montgomery|121|370910N|0802456W|37.1529071|-80.4156058|||||648|2126|Blacksburg|07/01/1992|
1674451|Agnew Hall|Building|VA|51|Montgomery|121|371329N|0802527W|37.224851|-80.4242174|||||625|2051|Blacksburg|11/13/1995|
1674452|Airport Acres|Populated Place|VA|51|Montgomery|121|371238N|0802426W|37.2106848|-80.4072722|||||649|2129|Blacksburg|11/13/1995|
1674453|Alleghany Addition|Populated Place|VA|51|Montgomery|121|370744N|0802349W|37.1290186|-80.3969939|||||646|2119|Blacksburg|11/13/1995|
1674456|Alleghany School (historical)|School|VA|51|Montgomery|121|370921N|0802429W|37.1559627|-80.4081055|||||602|1975|Blacksburg|11/13/1995|
1674459|Ambler Johnston Hall|Building|VA|51|Montgomery|121|371323N|0802516W|37.2231844|-80.4211618|||||639|2096|Blacksburg|11/13/1995|
1674460|Apperson Park|Populated Place|VA|51|Montgomery|121|371425N|0802412W|37.2404069|-80.4033832|||||675|2215|Blacksburg|11/13/1995|
1674461|Apple Acres|Populated Place|VA|51|Montgomery|121|370923N|0802507W|37.1565181|-80.4186616|||||647|2123|Blacksburg|11/13/1995|
1674462|Asbury Methodist Church|Church|VA|51|Montgomery|121|370800N|0802435W|37.1334628|-80.4097723|||||642|2106|Blacksburg|11/13/1995|
1674464|Bangs (historical)|Populated Place|VA|51|Montgomery|121|370828N|0802406W|37.1412407|-80.4017163|||||621|2037|Blacksburg|11/13/1995|
1674465|Barringer Hall|Building|VA|51|Montgomery|121|371334N|0802501W|37.22624|-80.4169949|||||633|2077|Blacksburg|11/13/1995|
1674466|Belmont Community Cemetery|Cemetery|VA|51|Montgomery|121|370954N|0802729W|37.1651284|-80.4581077|||||628|2060|Blacksburg|11/13/1995|
1674467|Belmont Estates|Populated Place|VA|51|Montgomery|121|371007N|0802629W|37.1687398|-80.4414404|||||622|2041|Blacksburg|11/13/1995|
1674468|Belmont School (historical)|School|VA|51|Montgomery|121|370947N|0802714W|37.1631841|-80.4539409|||||622|2041|Blacksburg|11/13/1995|
1674469|Berryfield|Populated Place|VA|51|Montgomery|121|371346N|0802434W|37.2295734|-80.4094946|||||640|2100|Blacksburg|11/13/1995|
1674471|Beverly Hills|Populated Place|VA|51|Montgomery|121|370735N|0802408W|37.1265186|-80.4022719|||||660|2165|Blacksburg|11/13/1995|
1674474|Blacksburg Area Branch Library|Building|VA|51|Montgomery|121|371334N|0802445W|37.2262401|-80.4125503|||||635|2083|Blacksburg|11/13/1995|
1674475|Blacksburg City Hall|Building|VA|51|Montgomery|121|371350N|0802451W|37.2306845|-80.414217|||||632|2073|Blacksburg|11/13/1995|
1674477|Blacksburg Historic District|Park|VA|51|Montgomery|121|371355N|0802459W|37.2320733|-80.4164394|||||636|2087|Blacksburg|11/13/1995|
1674478|Blacksburg Middle School|School|VA|51|Montgomery|121|371253N|0802739W|37.2146677|-80.4608671|||||626|2054|Blacksburg|11/13/1995|09/15/2010
1674479|Blacksburg Post Office|Post Office|VA|51|Montgomery|121|371348N|0802452W|37.2301289|-80.4144948|||||632|2073|Blacksburg|11/13/1995|
1674480|Blacksburg Presbyterian Church|Church|VA|51|Montgomery|121|371331N|0802427W|37.2254069|-80.4075501|||||652|2139|Blacksburg|11/13/1995|
1674481|Blackwood|Populated Place|VA|51|Montgomery|121|371309N|0802351W|37.219296|-80.3975496|||||674|2211|Blacksburg|11/13/1995|
1674484|Blue Ridge Court|Populated Place|VA|51|Montgomery|121|370737N|0802249W|37.1270745|-80.3803266|||||663|2175|Blacksburg|11/13/1995|
1674485|Blacksburg United Methodist Church|Church|VA|51|Montgomery|121|371347N|0802445W|37.2298512|-80.4125503|||||637|2090|Blacksburg|11/13/1995|
1674486|Brightwood Manor|Populated Place|VA|51|Montgomery|121|371327N|0802644W|37.224295|-80.4456072|||||634|2080|Blacksburg|11/13/1995|
1674488|Brodie Hall|Building|VA|51|Montgomery|121|371348N|0802512W|37.2301288|-80.4200506|||||636|2087|Blacksburg|11/13/1995|
1674489|Brumfield Acres|Populated Place|VA|51|Montgomery|121|370834N|0802359W|37.1429074|-80.3997718|||||629|2064|Blacksburg|11/13/1995|
1674490|Burke Johnson Student Center|Building|VA|51|Montgomery|121|371344N|0802529W|37.2290176|-80.424773|||||628|2060|Blacksburg|11/13/1995|
1674491|Burruss Administration Building|Building|VA|51|Montgomery|121|371343N|0802526W|37.2287398|-80.4239397|||||629|2064|Blacksburg|11/13/1995|
1674492|Cambria|Populated Place|VA|51|Montgomery|121|370835N|0802345W|37.1431853|-80.3958828|||||640|2100|Blacksburg|11/13/1995|
1674493|Cambria Baptist Church|Church|VA|51|Montgomery|121|370834N|0802418W|37.1429073|-80.4050499|||||622|2041|Blacksburg|11/13/1995|
1674494|Cambria Historic District|Park|VA|51|Montgomery|121|370829N|0802418W|37.1415184|-80.4050499|||||615|2018|Blacksburg|11/13/1995|
1674495|Campbell Hall|Building|VA|51|Montgomery|121|371334N|0802519W|37.2262399|-80.4219951|||||626|2054|Blacksburg|11/13/1995|
1674497|Carma Heights|Populated Place|VA|51|Montgomery|121|370955N|0802613W|37.1654066|-80.4369957|||||635|2083|Blacksburg|11/13/1995|
1674498|Carriage Hill|Populated Place|VA|51|Montgomery|121|371238N|0802341W|37.210685|-80.3947717|||||642|2106|Blacksburg|11/13/1995|
1674499|Cassel Coliseum|Building|VA|51|Montgomery|121|371321N|0802509W|37.2226289|-80.4192172|||||639|2096|Blacksburg|11/13/1995|
1674500|Cedar Orchard|Populated Place|VA|51|Montgomery|121|371405N|0802348W|37.2348514|-80.3967162|||||688|2257|Blacksburg|11/13/1995|
1674502|Charlton Cemetery|Cemetery|VA|51|Montgomery|121|370857N|0802654W|37.1492953|-80.448385|||||621|2037|Blacksburg|11/13/1995|
1674503|Cheatham Hall|Building|VA|51|Montgomery|121|371326N|0802521W|37.2240177|-80.4225507|||||636|2087|Blacksburg|11/13/1995|
1674506|Chowning Place|Populated Place|VA|51|Montgomery|121|371300N|0802644W|37.2167951|-80.4456072|||||626|2054|Blacksburg|11/13/1995|
1674507|Christ Episcopal Church|Church|VA|51|Montgomery|121|371350N|0802449W|37.2306845|-80.4136614|||||634|2080|Blacksburg|11/13/1995|
1674508|Christiansburg Church of the Brethren|Church|VA|51|Montgomery|121|370738N|0802418W|37.1273518|-80.4050499|||||662|2172|Blacksburg|11/13/1995|
1674509|Christiansburg City Hall|Building|VA|51|Montgomery|121|370752N|0802427W|37.1312406|-80.40755|||||639|2096|Blacksburg|11/13/1995|
1674510|Christiansburg Elementary School|School|VA|51|Montgomery|121|370805N|0802500W|37.1347237|-80.4165876|||||656|2152|Blacksburg|11/13/1995|09/15/2010
1674511|Christiansburg High School|School|VA|51|Montgomery|121|370844N|0802503W|37.1456031|-80.4176135|||||651|2136|Blacksburg|11/13/1995|09/15/2010
1674512|Christiansburg Industrial School (historical)|School|VA|51|Montgomery|121|370834N|0802502W|37.1429071|-80.4172726|||||627|2057|Blacksburg|11/13/1995|
1674514|Christiansburg Post Office|Post Office|VA|51|Montgomery|121|370748N|0802432W|37.1301295|-80.4089389|||||637|2090|Blacksburg|11/13/1995|
1674515|Christiansburg Primary School|School|VA|51|Montgomery|121|370757N|0802455W|37.1323655|-80.4154092|||||648|2126|Blacksburg|11/13/1995|09/15/2010
1674516|Christiansburg Primary School Number 1 (historical)|School|VA|51|Montgomery|121|370754N|0802415W|37.1317963|-80.4042164|||||652|2139|Blacksburg|11/13/1995|
1674517|Christiansburg Primary School Number 2 (historical)|School|VA|51|Montgomery|121|370804N|0802416W|37.134574|-80.4044942|||||642|2106|Blacksburg|11/13/1995|
1674518|Christiansburg Presbyterian Church|Church|VA|51|Montgomery|121|370742N|0802439W|37.1284628|-80.4108834|||||635|2083|Blacksburg|11/13/1995|
1674519|Christiansburg Recreation Center|Park|VA|51|Montgomery|121|370746N|0802442W|37.1295739|-80.4117167|||||638|2093|Blacksburg|11/13/1995|
1674520|Church of God in Christ|Church|VA|51|Montgomery|121|370812N|0802426W|37.1367962|-80.4072722|||||642|2106|Blacksburg|11/13/1995|
1674521|Clover Valley|Populated Place|VA|51|Montgomery|121|371448N|0802444W|37.2467956|-80.4122725|||||659|2162|Blacksburg|11/13/1995|
1674522|Cochrane Hall|Building|VA|51|Montgomery|121|371322N|0802520W|37.2229066|-80.4222729|||||635|2083|Blacksburg|11/13/1995|
1674524|Country Club Park|Populated Place|VA|51|Montgomery|121|371315N|0802409W|37.2209625|-80.4025498|||||666|2185|Blacksburg|11/13/1995|
1674526|Craig Mountain|Populated Place|VA|51|Montgomery|121|370748N|0802310W|37.13013|-80.3861602|||||673|2208|Blacksburg|11/13/1995|
1674527|Crestwood Gardens|Populated Place|VA|51|Montgomery|121|371240N|0802328W|37.2112406|-80.3911604|||||676|2218|Blacksburg|11/13/1995|
1674529|Cowgil Hall|Building|VA|51|Montgomery|121|371347N|0802529W|37.2298509|-80.424773|||||628|2060|Blacksburg|11/13/1995|
1674531|Davidson Hall|Building|VA|51|Montgomery|121|371337N|0802531W|37.2270731|-80.4253287|||||621|2037|Blacksburg|11/13/1995|
1674534|Derring Hall|Building|VA|51|Montgomery|121|371344N|0802532W|37.2290176|-80.4256064|||||623|2044|Blacksburg|11/13/1995|
1674535|Diamond Pointe|Populated Place|VA|51|Montgomery|121|370855N|0802610W|37.14874|-80.4361623|||||630|2067|Blacksburg|11/13/1995|
1674536|Dickerson|Populated Place|VA|51|Montgomery|121|371417N|0802455W|37.2381845|-80.4153282|||||646|2119|Blacksburg|11/13/1995|
1674537|Dietrick Hall|Building|VA|51|Montgomery|121|371328N|0802516W|37.2245732|-80.4211618|||||638|2093|Blacksburg|11/13/1995|
1674538|Donaldson Brown Continuing Education Center|Building|VA|51|Montgomery|121|371342N|0802504W|37.2284622|-80.4178283|||||626|2054|Blacksburg|11/13/1995|
1674540|Dundas Heights|Populated Place|VA|51|Montgomery|121|371424N|0802434W|37.240129|-80.4094946|||||651|2136|Blacksburg|11/13/1995|
1674541|Dunton Addition|Populated Place|VA|51|Montgomery|121|371304N|0802426W|37.2179069|-80.4072722|||||658|2159|Blacksburg|11/13/1995|
1674542|East Main Street Historic District|Park|VA|51|Montgomery|121|370758N|0802419W|37.1329074|-80.4053277|||||645|2116|Blacksburg|11/13/1995|
1674543|East Park Addition|Populated Place|VA|51|Montgomery|121|370758N|0802351W|37.1329075|-80.3975495|||||659|2162|Blacksburg|11/13/1995|
1674545|Echo Hills|Populated Place|VA|51|Montgomery|121|370815N|0802457W|37.1376293|-80.4158836|||||639|2096|Blacksburg|11/13/1995|
1674546|Eggleston Hall|Building|VA|51|Montgomery|121|371338N|0802513W|37.227351|-80.4203284|||||623|2044|Blacksburg|11/13/1995|
1674547|English Field|Park|VA|51|Montgomery|121|371303N|0802522W|37.2176288|-80.4228285|||||624|2047|Blacksburg|11/13/1995|
1674548|Engel Hall|Building|VA|51|Montgomery|121|371325N|0802525W|37.2237399|-80.4236619|||||634|2080|Blacksburg|11/13/1995|
1674549|Evergreen|Populated Place|VA|51|Montgomery|121|371320N|0802414W|37.2223514|-80.4039388|||||659|2162|Blacksburg|11/13/1995|
1674552|Fairview School (historical)|School|VA|51|Montgomery|121|371349N|0802943W|37.2304052|-80.4953317|||||590|1936|Blacksburg|11/13/1995|
1674553|Farmview|Populated Place|VA|51|Montgomery|121|371145N|0802431W|37.1959625|-80.4086612|||||655|2149|Blacksburg|11/13/1995|
1674554|Femoyer Hall|Building|VA|51|Montgomery|121|371352N|0802517W|37.2312399|-80.4214396|||||636|2087|Blacksburg|11/13/1995|
1674555|First Baptist Church|Church|VA|51|Montgomery|121|371343N|0802435W|37.2287401|-80.4097724|||||640|2100|Blacksburg|11/13/1995|
1674557|Forest Hills (historical)|Populated Place|VA|51|Montgomery|121|371254N|0802327W|37.2151295|-80.3908826|||||682|2238|Blacksburg|11/13/1995|
1674560|Gables Shopping Center|Locale|VA|51|Montgomery|121|371258N|0802409W|37.2162403|-80.4025498|||||645|2116|Blacksburg|11/13/1995|
1674561|Glade Road Heights|Populated Place|VA|51|Montgomery|121|371407N|0802723W|37.2354059|-80.4564411|||||621|2037|Blacksburg|11/13/1995|
1674562|Glade School (historical)|School|VA|51|Montgomery|121|371410N|0802701W|37.2362393|-80.4503298|||||629|2064|Blacksburg|11/13/1995|
1674563|Gladewood|Populated Place|VA|51|Montgomery|121|371400N|0802644W|37.2334616|-80.4456073|||||630|2067|Blacksburg|11/13/1995|
1674567|Hahn Hall|Building|VA|51|Montgomery|121|371340N|0802531W|37.2279065|-80.4253287|||||629|2064|Blacksburg|11/13/1995|
1674568|Holden Hall|Building|VA|51|Montgomery|121|371347N|0802524W|37.229851|-80.4233841|||||633|2077|Blacksburg|11/13/1995|
1674569|Hans Meadow|Populated Place|VA|51|Montgomery|121|370813N|0802309W|37.1370743|-80.3858824|||||641|2103|Blacksburg|11/13/1995|
1674570|Hancock Hall|Building|VA|51|Montgomery|121|371349N|0802526W|37.2304065|-80.4239397|||||632|2073|Blacksburg|11/13/1995|
1674571|Harmon Forest|Populated Place|VA|51|Montgomery|121|370731N|0802609W|37.1254068|-80.4358845|||||653|2142|Blacksburg|11/13/1995|
1674572|Henderson Student Health Service Building|Hospital|VA|51|Montgomery|121|371349N|0802501W|37.2304067|-80.4169949|||||629|2064|Blacksburg|11/13/1995|
1674573|Henley Place|Populated Place|VA|51|Montgomery|121|370907N|0802532W|37.1520735|-80.4256063|||||640|2100|Blacksburg|11/13/1995|
1674574|Hethwood|Populated Place|VA|51|Montgomery|121|371255N|0802714W|37.215406|-80.453941|||||622|2041|Blacksburg|11/13/1995|
1674575|Hethwood Square Shopping Center|Locale|VA|51|Montgomery|121|371302N|0802717W|37.2173504|-80.4547743|||||632|2073|Blacksburg|11/13/1995|
1674578|Highland Park|Populated Place|VA|51|Montgomery|121|371325N|0802330W|37.2237405|-80.391716|||||681|2234|Blacksburg|11/13/1995|
1674580|Hillcrest Dormitory|Building|VA|51|Montgomery|121|371326N|0802531W|37.2240176|-80.4253286|||||635|2083|Blacksburg|11/13/1995|
1674581|Hills Shopping Center|Locale|VA|51|Montgomery|121|370806N|0802239W|37.1351301|-80.3775487|||||667|2188|Blacksburg|11/13/1995|
1674582|Hubbard Haven|Populated Place|VA|51|Montgomery|121|371240N|0802411W|37.2112403|-80.4031054|||||646|2119|Blacksburg|11/13/1995|
1674583|Hunters Ridge|Populated Place|VA|51|Montgomery|121|371451N|0802500W|37.2476288|-80.4167171|||||662|2172|Blacksburg|11/13/1995|
1674584|Hutcheson Hall|Building|VA|51|Montgomery|121|371332N|0802523W|37.2256844|-80.4231063|||||626|2054|Blacksburg|11/13/1995|
1674590|Jamerson Athletic Center|Building|VA|51|Montgomery|121|371318N|0802507W|37.2217956|-80.4186617|||||632|2073|Blacksburg|11/13/1995|
1674591|Johnson Hall|Building|VA|51|Montgomery|121|371332N|0802504W|37.2256845|-80.4178283|||||635|2083|Blacksburg|11/13/1995|
1674592|Johnson Heights|Populated Place|VA|51|Montgomery|121|370813N|0802419W|37.1370739|-80.4053277|||||647|2123|Blacksburg|11/13/1995|
1674593|Karr Heights|Populated Place|VA|51|Montgomery|121|371405N|0802630W|37.2348506|-80.4417182|||||634|2080|Blacksburg|11/13/1995|
1674594|Keister Addition|Populated Place|VA|51|Montgomery|121|371358N|0802448W|37.2329067|-80.4133836|||||634|2080|Blacksburg|11/13/1995|
1674595|Kessler Park|Populated Place|VA|51|Montgomery|121|371415N|0802356W|37.2376292|-80.3989386|||||683|2241|Blacksburg|11/13/1995|
1674597|Knob Hill|Populated Place|VA|51|Montgomery|121|371348N|0802355W|37.2301292|-80.3986608|||||702|2303|Blacksburg|11/13/1995|
1674598|La Plateau|Populated Place|VA|51|Montgomery|121|370938N|0802604W|37.1606845|-80.4344956|||||620|2034|Blacksburg|11/13/1995|
1674601|Lane Hall|Building|VA|51|Montgomery|121|371351N|0802511W|37.2309621|-80.4197728|||||641|2103|Blacksburg|11/13/1995|
1674603|Lee-Hi Court|Populated Place|VA|51|Montgomery|121|370737N|0802505W|37.1270737|-80.4181059|||||651|2136|Blacksburg|11/13/1995|
1674604|Lester Place|Populated Place|VA|51|Montgomery|121|370755N|0802402W|37.1320741|-80.4006052|||||653|2142|Blacksburg|11/13/1995|
1674605|Linkous|Populated Place|VA|51|Montgomery|121|371420N|0802439W|37.2390179|-80.4108835|||||648|2126|Blacksburg|11/13/1995|
1674606|Litton Reaves Hall|Building|VA|51|Montgomery|121|371317N|0802526W|37.2215177|-80.4239397|||||632|2073|Blacksburg|11/13/1995|
1674607|Lee Hall|Building|VA|51|Montgomery|121|371328N|0802507W|37.2245733|-80.4186617|||||636|2087|Blacksburg|11/13/1995|
